point,web_response_time
2024-04-15 23:32:00,0.0077216939456131355
2024-04-15 23:33:00,0.00836333733248245
2024-04-15 23:34:00,0.008709310293012773
2024-04-15 23:35:00,0.008285732681949142
2024-04-15 23:36:00,0.010873643212871919
2024-04-15 23:37:00,0.01226532204259687
2024-04-15 23:38:00,0.009860706118087096
2024-04-15 23:39:00,0.008517309474838886
2024-04-15 23:40:00,0.007935407027027027
2024-04-15 23:41:00,0.008481148773841962
2024-04-15 23:42:00,0.009090588571428571
2024-04-15 23:43:00,0.00955546284562212
2024-04-15 23:44:00,0.010026894178376829
2024-04-15 23:45:00,0.009471098674521356
2024-04-15 23:46:00,0.008924891472868218
2024-04-15 23:47:00,0.008324033414337788
2024-04-15 23:48:00,0.007818753330271015
2024-04-15 23:49:00,0.007855684914463453
2024-04-15 23:50:00,0.008152430228911885
2024-04-15 23:51:00,0.00876062777444511
2024-04-15 23:52:00,0.009180976297804275
2024-04-15 23:53:00,0.008918954432234432
2024-04-15 23:54:00,0.012246724292101342
2024-04-15 23:55:00,0.012752777261136944
2024-04-15 23:56:00,0.008937844046057426
2024-04-15 23:57:00,0.00834859285411665
2024-04-15 23:58:00,0.008518446944444445
2024-04-15 23:59:00,0.043631357922364965
2024-04-16 00:00:00,0.04249784182488731
2024-04-16 00:01:00,0.009367852791878174
2024-04-16 00:02:00,0.014573878680960783
2024-04-16 00:03:00,0.012403581856100104
2024-04-16 00:04:00,0.007643741776101938
2024-04-16 00:05:00,0.010782916298342542
2024-04-16 00:06:00,0.013062568119139547
2024-04-16 00:07:00,0.009492533893709328
2024-04-16 00:08:00,0.006847273265993266
2024-04-16 00:09:00,0.007047958690039407
2024-04-16 00:10:00,0.007591019778370038
2024-04-16 00:11:00,0.007531117802585194
2024-04-16 00:12:00,0.008618191149909693
2024-04-16 00:13:00,0.008441139749702026
2024-04-16 00:14:00,0.00677286594256807
2024-04-16 00:15:00,0.0066648377403846154
2024-04-16 00:16:00,0.006632156106247218
2024-04-16 00:17:00,0.006704927781192378
2024-04-16 00:18:00,0.006642741702741702
2024-04-16 00:19:00,0.006985070911722142
