point,APDEX
2024-04-15 23:32:00,0.9996793227296049
2024-04-15 23:33:00,0.9997447351627313
2024-04-15 23:34:00,0.999686952166291
2024-04-15 23:35:00,0.9998121007140173
2024-04-15 23:36:00,0.9994892095517813
2024-04-15 23:37:00,0.9991660251475494
2024-04-15 23:38:00,0.9989981298423725
2024-04-15 23:39:00,0.9992458521870287
2024-04-15 23:40:00,0.9997972972972973
2024-04-15 23:41:00,0.9998637602179836
2024-04-15 23:42:00,0.9996428571428572
2024-04-15 23:43:00,0.9989199308755761
2024-04-15 23:44:00,0.9988528821336392
2024-04-15 23:45:00,0.9991163475699558
2024-04-15 23:46:00,0.999180083482409
2024-04-15 23:47:00,0.9992405832320778
2024-04-15 23:48:00,0.9993875363650283
2024-04-15 23:49:00,0.9993779160186625
2024-04-15 23:50:00,0.9992944496707432
2024-04-15 23:51:00,0.9994001199760048
2024-04-15 23:52:00,0.9993456449033009
2024-04-15 23:53:00,0.9991941391941392
2024-04-15 23:54:00,0.9985842026825633
2024-04-15 23:55:00,0.9982750862456877
2024-04-15 23:56:00,0.9990526162367002
2024-04-15 23:57:00,0.9996469425222426
2024-04-15 23:58:00,0.9998611111111111
2024-04-15 23:59:00,0.9762398121287471
2024-04-16 00:00:00,0.976301051768884
2024-04-16 00:01:00,0.9997996259684745
2024-04-16 00:02:00,0.9997285927534265
2024-04-16 00:03:00,0.9997393117831074
2024-04-16 00:04:00,1.0
2024-04-16 00:05:00,0.9995165745856354
2024-04-16 00:06:00,0.9988968560397132
2024-04-16 00:07:00,0.9991187635574837
2024-04-16 00:08:00,0.9997306397306397
2024-04-16 00:09:00,0.9999320559858677
2024-04-16 00:10:00,0.9995791836162154
2024-04-16 00:11:00,0.999412455934195
2024-04-16 00:12:00,0.9996237206502108
2024-04-16 00:13:00,0.9997765196662693
2024-04-16 00:14:00,0.9995536378515102
2024-04-16 00:15:00,0.9996243990384616
2024-04-16 00:16:00,1.0
2024-04-16 00:17:00,1.0
2024-04-16 00:18:00,1.0
2024-04-16 00:19:00,0.9999196012220615
2024-04-16 00:20:00,0.9992848061029879
2024-04-16 00:21:00,0.9989713562272512
2024-04-16 00:22:00,0.9993539008237764
2024-04-16 00:23:00,0.9997501665556295
2024-04-16 00:24:00,0.9997449846990819
2024-04-16 00:25:00,0.9994891008174387
2024-04-16 00:26:00,0.9995670245930032
2024-04-16 00:27:00,0.9998230088495575
2024-04-16 00:28:00,1.0
2024-04-16 00:29:00,1.0
2024-04-16 00:30:00,1.0
2024-04-16 00:31:00,0.9998104624715694
2024-04-16 00:32:00,0.999535661218425
2024-04-16 00:33:00,0.9997281131049484
2024-04-16 00:34:00,1.0
2024-04-16 00:35:00,0.9998144368157358
2024-04-16 00:36:00,0.9993665158371041
2024-04-16 00:37:00,0.9993748883729238
2024-04-16 00:38:00,0.9989990900818926
2024-04-16 00:39:00,0.9983716301791207
2024-04-16 00:40:00,0.9985066760365425
2024-04-16 00:41:00,0.9987828203790645
2024-04-16 00:42:00,0.9986671405722409
2024-04-16 00:43:00,0.9986471861471862
2024-04-16 00:44:00,0.9983627433145352
2024-04-16 00:45:00,0.9981101511879049
2024-04-16 00:46:00,0.9986251145737856
2024-04-16 00:47:00,0.9989587277546383
2024-04-16 00:48:00,0.9995257966616085
2024-04-16 00:49:00,1.0
2024-04-16 00:50:00,0.9999016522423289
2024-04-16 00:51:00,0.9998957681884512
2024-04-16 00:52:00,1.0
2024-04-16 00:53:00,0.9997848074026253
2024-04-16 00:54:00,0.9997944078947368
2024-04-16 00:55:00,1.0
2024-04-16 00:56:00,0.9997954591941092
2024-04-16 00:57:00,0.9994975884244373
2024-04-16 00:58:00,0.999500099980004
2024-04-16 00:59:00,0.9994888570844408
2024-04-16 01:00:00,0.9994796003330558
2024-04-16 01:01:00,0.9997906635963995
2024-04-16 01:02:00,0.9998963730569949
2024-04-16 01:03:00,0.9998980632008155
2024-04-16 01:04:00,1.0
2024-04-16 01:05:00,0.9997893406361913
2024-04-16 01:06:00,0.9996872393661385
2024-04-16 01:07:00,0.9998037291462217
2024-04-16 01:08:00,0.9998093785741518
2024-04-16 01:09:00,0.9999014001183198
2024-04-16 01:10:00,0.9995868622185499
2024-04-16 01:11:00,0.9995847176079734
2024-04-16 01:12:00,0.9998994368463395
2024-04-16 01:13:00,0.9998032270759544
2024-04-16 01:14:00,0.999900259325753
2024-04-16 01:15:00,0.9998995176848875
2024-04-16 01:16:00,0.9997962094966375
2024-04-16 01:17:00,0.9998934356351236
2024-04-16 01:18:00,1.0
2024-04-16 01:19:00,1.0
2024-04-16 01:20:00,1.0
2024-04-16 01:21:00,1.0
2024-04-16 01:22:00,0.9998894539022772
2024-04-16 01:23:00,0.9997736019923025
2024-04-16 01:24:00,0.9998839099140934
2024-04-16 01:25:00,0.9997624138750297
2024-04-16 01:26:00,0.999533037590474
2024-04-16 01:27:00,0.9997729336966394
2024-04-16 01:28:00,1.0
2024-04-16 01:29:00,1.0
2024-04-16 01:30:00,1.0
2024-04-16 01:31:00,1.0
2024-04-16 01:32:00,1.0
2024-04-16 01:33:00,1.0
2024-04-16 01:34:00,1.0
2024-04-16 01:35:00,0.9998880179171332
2024-04-16 01:36:00,0.9985644876325088
2024-04-16 01:37:00,0.9986690328305236
2024-04-16 01:38:00,1.0
2024-04-16 01:39:00,1.0
2024-04-16 01:40:00,1.0
2024-04-16 01:41:00,0.9998825739783936
2024-04-16 01:42:00,0.9997710098465766
2024-04-16 01:43:00,0.9989768076398363
2024-04-16 01:44:00,0.9983844911147012
2024-04-16 01:45:00,0.9988473951129553
2024-04-16 01:46:00,0.9994216978949804
2024-04-16 01:47:00,0.9994210282538212
2024-04-16 01:48:00,0.9989737742303306
2024-04-16 01:49:00,0.9990768520655435
2024-04-16 01:50:00,0.9996598639455783
2024-04-16 01:51:00,1.0
2024-04-16 01:52:00,1.0
2024-04-16 01:53:00,1.0
2024-04-16 01:54:00,1.0
2024-04-16 01:55:00,1.0
2024-04-16 01:56:00,1.0
2024-04-16 01:57:00,1.0
2024-04-16 01:58:00,0.9998849516797055
2024-04-16 01:59:00,0.9994232987312572
2024-04-16 02:00:00,0.9994011976047904
2024-04-16 02:01:00,0.9998765127191899
2024-04-16 02:02:00,1.0
2024-04-16 02:03:00,1.0
2024-04-16 02:04:00,1.0
2024-04-16 02:05:00,0.9997594997594997
2024-04-16 02:06:00,0.9997555609875336
2024-04-16 02:07:00,1.0
2024-04-16 02:08:00,0.999873031995937
2024-04-16 02:09:00,0.9998745609633718
2024-04-16 02:10:00,0.9993874050477825
2024-04-16 02:11:00,0.9993929091792132
2024-04-16 02:12:00,1.0
2024-04-16 02:13:00,0.9996328029375765
2024-04-16 02:14:00,0.9996361872422993
2024-04-16 02:15:00,0.9993852962871895
2024-04-16 02:16:00,0.9987424547283702
2024-04-16 02:17:00,0.9992281965526113
2024-04-16 02:18:00,0.9993617564462599
2024-04-16 02:19:00,0.9989911727616646
2024-04-16 02:20:00,0.9993506493506493
2024-04-16 02:21:00,0.9998651927743327
2024-04-16 02:22:00,1.0
2024-04-16 02:23:00,1.0
2024-04-16 02:24:00,1.0
2024-04-16 02:25:00,1.0
2024-04-16 02:26:00,1.0
2024-04-16 02:27:00,1.0
2024-04-16 02:28:00,1.0
2024-04-16 02:29:00,1.0
2024-04-16 02:30:00,1.0
2024-04-16 02:31:00,0.9996020164499867
2024-04-16 02:32:00,0.999599251936949
2024-04-16 02:33:00,1.0
2024-04-16 02:34:00,1.0
2024-04-16 02:35:00,1.0
2024-04-16 02:36:00,1.0
2024-04-16 02:37:00,1.0
2024-04-16 02:38:00,1.0
2024-04-16 02:39:00,1.0
2024-04-16 02:40:00,1.0
2024-04-16 02:41:00,1.0
2024-04-16 02:42:00,1.0
2024-04-16 02:43:00,1.0
2024-04-16 02:44:00,0.9995951417004049
2024-04-16 02:45:00,0.999466097170315
2024-04-16 02:46:00,0.9996044303797469
2024-04-16 02:47:00,0.9997354497354497
2024-04-16 02:48:00,1.0
2024-04-16 02:49:00,1.0
2024-04-16 02:50:00,0.9997199663959675
2024-04-16 02:51:00,0.9997230684021047
2024-04-16 02:52:00,1.0
2024-04-16 02:53:00,1.0
2024-04-16 02:54:00,1.0
2024-04-16 02:55:00,1.0
2024-04-16 02:56:00,1.0
2024-04-16 02:57:00,1.0
2024-04-16 02:58:00,1.0
2024-04-16 02:59:00,0.9998685939553219
2024-04-16 03:00:00,0.9990708786833024
2024-04-16 03:01:00,0.9992084432717678
2024-04-16 03:02:00,1.0
2024-04-16 03:03:00,1.0
2024-04-16 03:04:00,1.0
2024-04-16 03:05:00,1.0
2024-04-16 03:06:00,0.9997298027560119
2024-04-16 03:07:00,0.9997300215982722
2024-04-16 03:08:00,1.0
2024-04-16 03:09:00,1.0
2024-04-16 03:10:00,1.0
2024-04-16 03:11:00,1.0
2024-04-16 03:12:00,1.0
2024-04-16 03:13:00,1.0
2024-04-16 03:14:00,0.9994706193753309
2024-04-16 03:15:00,0.9992027637523253
2024-04-16 03:16:00,0.9997274461706187
2024-04-16 03:17:00,0.9997264021887825
2024-04-16 03:18:00,0.9997305308542171
2024-04-16 03:19:00,1.0
2024-04-16 03:20:00,1.0
2024-04-16 03:21:00,1.0
2024-04-16 03:22:00,0.9997300944669366
2024-04-16 03:23:00,0.9990447598253275
2024-04-16 03:24:00,0.9993304767005892
2024-04-16 03:25:00,1.0
2024-04-16 03:26:00,1.0
2024-04-16 03:27:00,1.0
2024-04-16 03:28:00,1.0
2024-04-16 03:29:00,1.0
2024-04-16 03:30:00,1.0
2024-04-16 03:31:00,1.0
2024-04-16 03:32:00,1.0
2024-04-16 03:33:00,1.0
2024-04-16 03:34:00,1.0
2024-04-16 03:35:00,1.0
2024-04-16 03:36:00,0.9997265518184304
2024-04-16 03:37:00,0.9997291440953413
2024-04-16 03:38:00,1.0
2024-04-16 03:39:00,1.0
2024-04-16 03:40:00,1.0
2024-04-16 03:41:00,1.0
2024-04-16 03:42:00,0.9991889699918897
2024-04-16 03:43:00,0.9987886944818304
2024-04-16 03:44:00,0.9993111049875999
2024-04-16 03:45:00,0.9997203579418344
2024-04-16 03:46:00,1.0
2024-04-16 03:47:00,1.0
2024-04-16 03:48:00,1.0
2024-04-16 03:49:00,0.9998632010943912
2024-04-16 03:50:00,0.9998642042368278
2024-04-16 03:51:00,0.9998653380016159
2024-04-16 03:52:00,0.9995877988458368
2024-04-16 03:53:00,0.9992977528089888
2024-04-16 03:54:00,0.9992913832199547
2024-04-16 03:55:00,0.9995774647887324
2024-04-16 03:56:00,0.9995751911639762
2024-04-16 03:57:00,0.999566974595843
2024-04-16 03:58:00,0.9998523331364442
2024-04-16 03:59:00,1.0
2024-04-16 04:00:00,1.0
2024-04-16 04:01:00,1.0
2024-04-16 04:02:00,1.0
2024-04-16 04:03:00,0.9998525508699498
2024-04-16 04:04:00,0.9995567375886525
2024-04-16 04:05:00,0.9997007779772591
2024-04-16 04:06:00,0.9996983408748115
2024-04-16 04:07:00,0.9996991576413959
2024-04-16 04:08:00,1.0
2024-04-16 04:09:00,1.0
2024-04-16 04:10:00,1.0
2024-04-16 04:11:00,1.0
2024-04-16 04:12:00,0.9997232982844494
2024-04-16 04:13:00,0.9997284822155851
2024-04-16 04:14:00,1.0
2024-04-16 04:15:00,1.0
2024-04-16 04:16:00,1.0
2024-04-16 04:17:00,1.0
2024-04-16 04:18:00,0.9997214484679666
2024-04-16 04:19:00,0.9997232982844494
2024-04-16 04:20:00,1.0
2024-04-16 04:21:00,1.0
2024-04-16 04:22:00,1.0
2024-04-16 04:23:00,1.0
2024-04-16 04:24:00,1.0
2024-04-16 04:25:00,1.0
2024-04-16 04:26:00,1.0
2024-04-16 04:27:00,1.0
2024-04-16 04:28:00,1.0
2024-04-16 04:29:00,0.9991841174870819
2024-04-16 04:30:00,0.9990571120689655
2024-04-16 04:31:00,0.9994516040581299
2024-04-16 04:32:00,0.9993206521739131
2024-04-16 04:33:00,0.9997286295793758
2024-04-16 04:34:00,0.9998672331386086
2024-04-16 04:35:00,0.99895751889497
2024-04-16 04:36:00,0.9986800422386484
2024-04-16 04:37:00,0.9995947041340179
2024-04-16 04:38:00,0.9997241379310344
2024-04-16 04:39:00,0.999055585536967
2024-04-16 04:40:00,0.9993467467990593
2024-04-16 04:41:00,1.0
2024-04-16 04:42:00,1.0
2024-04-16 04:43:00,1.0
2024-04-16 04:44:00,1.0
2024-04-16 04:45:00,1.0
2024-04-16 04:46:00,1.0
2024-04-16 04:47:00,1.0
2024-04-16 04:48:00,1.0
2024-04-16 04:49:00,1.0
2024-04-16 04:50:00,0.9994735456699131
2024-04-16 04:51:00,0.9994665244065084
2024-04-16 04:52:00,1.0
2024-04-16 04:53:00,1.0
2024-04-16 04:54:00,1.0
2024-04-16 04:55:00,1.0
2024-04-16 04:56:00,1.0
2024-04-16 04:57:00,1.0
2024-04-16 04:58:00,0.9993093922651933
2024-04-16 04:59:00,0.9993116740088106
2024-04-16 05:00:00,1.0
2024-04-16 05:01:00,1.0
2024-04-16 05:02:00,1.0
2024-04-16 05:03:00,1.0
2024-04-16 05:04:00,1.0
2024-04-16 05:05:00,1.0
2024-04-16 05:06:00,0.9998690756742603
2024-04-16 05:07:00,0.9998657357679914
2024-04-16 05:08:00,1.0
2024-04-16 05:09:00,1.0
2024-04-16 05:10:00,0.9993160054719562
2024-04-16 05:11:00,0.9987831260140616
2024-04-16 05:12:00,0.9994539994539995
2024-04-16 05:13:00,1.0
2024-04-16 05:14:00,0.9997281131049484
2024-04-16 05:15:00,0.9997310381925767
